Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Hamar - Stavsberg;SN12320;21.07.2025 17:00;26,3
Hamar - Stavsberg;SN12320;21.07.2025 18:00;25,6
Hamar - Stavsberg;SN12320;21.07.2025 19:00;24,1
Hamar - Stavsberg;SN12320;21.07.2025 20:00;22,7
Hamar - Stavsberg;SN12320;21.07.2025 21:00;21,4
Hamar - Stavsberg;SN12320;21.07.2025 22:00;20,7
Hamar - Stavsberg;SN12320;21.07.2025 23:00;19,6
Hamar - Stavsberg;SN12320;22.07.2025 00:00;19,7
Hamar - Stavsberg;SN12320;22.07.2025 01:00;18
Hamar - Stavsberg;SN12320;22.07.2025 02:00;18,3
Hamar - Stavsberg;SN12320;22.07.2025 03:00;17,3
Hamar - Stavsberg;SN12320;22.07.2025 04:00;17,8
Hamar - Stavsberg;SN12320;22.07.2025 05:00;17,3
Hamar - Stavsberg;SN12320;22.07.2025 06:00;19,1
Hamar - Stavsberg;SN12320;22.07.2025 07:00;19,6
Hamar - Stavsberg;SN12320;22.07.2025 08:00;21,4
Hamar - Stavsberg;SN12320;22.07.2025 09:00;22,6
Hamar - Stavsberg;SN12320;22.07.2025 10:00;22,7
Hamar - Stavsberg;SN12320;22.07.2025 11:00;24,1
Hamar - Stavsberg;SN12320;22.07.2025 12:00;24,9
Hamar - Stavsberg;SN12320;22.07.2025 13:00;26,4
Hamar - Stavsberg;SN12320;22.07.2025 14:00;26,4
Hamar - Stavsberg;SN12320;22.07.2025 15:00;27,7
Hamar - Stavsberg;SN12320;22.07.2025 16:00;27,4
Hamar - Stavsberg;SN12320;22.07.2025 17:00;27,6
Hamar - Stavsberg;SN12320;22.07.2025 18:00;27,8
Hamar - Stavsberg;SN12320;22.07.2025 19:00;27,4
Hamar - Stavsberg;SN12320;22.07.2025 20:00;26,9
Hamar - Stavsberg;SN12320;22.07.2025 21:00;23,2
Hamar - Stavsberg;SN12320;22.07.2025 22:00;22,5
Hamar - Stavsberg;SN12320;22.07.2025 23:00;21,5
Hamar - Stavsberg;SN12320;23.07.2025 00:00;21,3
Hamar - Stavsberg;SN12320;23.07.2025 01:00;20,4
Hamar - Stavsberg;SN12320;23.07.2025 02:00;19,4
Hamar - Stavsberg;SN12320;23.07.2025 03:00;19,1
Hamar - Stavsberg;SN12320;23.07.2025 04:00;18,3
Hamar - Stavsberg;SN12320;23.07.2025 05:00;19,5
Hamar - Stavsberg;SN12320;23.07.2025 06:00;20,4
Hamar - Stavsberg;SN12320;23.07.2025 07:00;21,2
Hamar - Stavsberg;SN12320;23.07.2025 08:00;22,1
Hamar - Stavsberg;SN12320;23.07.2025 09:00;23,8
Hamar - Stavsberg;SN12320;23.07.2025 10:00;25,2
Hamar - Stavsberg;SN12320;23.07.2025 11:00;26,4
Hamar - Stavsberg;SN12320;23.07.2025 12:00;25,5
Hamar - Stavsberg;SN12320;23.07.2025 13:00;22,8
Hamar - Stavsberg;SN12320;23.07.2025 14:00;23,7
Hamar - Stavsberg;SN12320;23.07.2025 15:00;25,4
Hamar - Stavsberg;SN12320;23.07.2025 16:00;25,8
Hamar - Stavsberg;SN12320;23.07.2025 17:00;25,7
Hamar - Stavsberg;SN12320;23.07.2025 18:00;25,7
Hamar - Stavsberg;SN12320;23.07.2025 19:00;24,5
Hamar - Stavsberg;SN12320;23.07.2025 20:00;22,9
Hamar - Stavsberg;SN12320;23.07.2025 21:00;22,2
Hamar - Stavsberg;SN12320;23.07.2025 22:00;21,4
Hamar - Stavsberg;SN12320;23.07.2025 23:00;20,2
Hamar - Stavsberg;SN12320;24.07.2025 00:00;19,3
Hamar - Stavsberg;SN12320;24.07.2025 01:00;17
Hamar - Stavsberg;SN12320;24.07.2025 02:00;16
Hamar - Stavsberg;SN12320;24.07.2025 03:00;16,1
Hamar - Stavsberg;SN12320;24.07.2025 04:00;14,6
Hamar - Stavsberg;SN12320;24.07.2025 05:00;16
Hamar - Stavsberg;SN12320;24.07.2025 06:00;17,4
Hamar - Stavsberg;SN12320;24.07.2025 07:00;18,3
Hamar - Stavsberg;SN12320;24.07.2025 08:00;19,9
Hamar - Stavsberg;SN12320;24.07.2025 09:00;22,9
Hamar - Stavsberg;SN12320;24.07.2025 10:00;23,2
Hamar - Stavsberg;SN12320;24.07.2025 11:00;26,8
Hamar - Stavsberg;SN12320;24.07.2025 12:00;27,1
Hamar - Stavsberg;SN12320;24.07.2025 13:00;27
Hamar - Stavsberg;SN12320;24.07.2025 14:00;27,7
Hamar - Stavsberg;SN12320;24.07.2025 15:00;28,8
Hamar - Stavsberg;SN12320;24.07.2025 16:00;29,2
Hamar - Stavsberg;SN12320;24.07.2025 17:00;28,9
Hamar - Stavsberg;SN12320;24.07.2025 18:00;27,5
Hamar - Stavsberg;SN12320;24.07.2025 19:00;27,8
Hamar - Stavsberg;SN12320;24.07.2025 20:00;27,5
Hamar - Stavsberg;SN12320;24.07.2025 21:00;25,3
Hamar - Stavsberg;SN12320;24.07.2025 22:00;22,4
Hamar - Stavsberg;SN12320;24.07.2025 23:00;20,8
Hamar - Stavsberg;SN12320;25.07.2025 00:00;20,2
Hamar - Stavsberg;SN12320;25.07.2025 01:00;19,1
Hamar - Stavsberg;SN12320;25.07.2025 02:00;18,7
Hamar - Stavsberg;SN12320;25.07.2025 03:00;17,4
Hamar - Stavsberg;SN12320;25.07.2025 04:00;17,2
Hamar - Stavsberg;SN12320;25.07.2025 05:00;16,4
Hamar - Stavsberg;SN12320;25.07.2025 06:00;18,2
Hamar - Stavsberg;SN12320;25.07.2025 07:00;19,2
Hamar - Stavsberg;SN12320;25.07.2025 08:00;21
Hamar - Stavsberg;SN12320;25.07.2025 09:00;23,1
Hamar - Stavsberg;SN12320;25.07.2025 10:00;24,4
Hamar - Stavsberg;SN12320;25.07.2025 11:00;27,1
Hamar - Stavsberg;SN12320;25.07.2025 12:00;27,1
Hamar - Stavsberg;SN12320;25.07.2025 13:00;28,2
Hamar - Stavsberg;SN12320;25.07.2025 14:00;28,1
Hamar - Stavsberg;SN12320;25.07.2025 15:00;28,6
Hamar - Stavsberg;SN12320;25.07.2025 16:00;29,4
Hamar - Stavsberg;SN12320;25.07.2025 17:00;28,7
Hamar - Stavsberg;SN12320;25.07.2025 18:00;27,6
Hamar - Stavsberg;SN12320;25.07.2025 19:00;26,4
Hamar - Stavsberg;SN12320;25.07.2025 20:00;25,1
Hamar - Stavsberg;SN12320;25.07.2025 21:00;23,9
Hamar - Stavsberg;SN12320;25.07.2025 22:00;21,7
Hamar - Stavsberg;SN12320;25.07.2025 23:00;19,8
Hamar - Stavsberg;SN12320;26.07.2025 00:00;19,2
Hamar - Stavsberg;SN12320;26.07.2025 01:00;18,7
Hamar - Stavsberg;SN12320;26.07.2025 02:00;17,6
Hamar - Stavsberg;SN12320;26.07.2025 03:00;17,1
Hamar - Stavsberg;SN12320;26.07.2025 04:00;16,8
Hamar - Stavsberg;SN12320;26.07.2025 05:00;17,2
Hamar - Stavsberg;SN12320;26.07.2025 06:00;18
Hamar - Stavsberg;SN12320;26.07.2025 07:00;18,6
Hamar - Stavsberg;SN12320;26.07.2025 08:00;19,4
Hamar - Stavsberg;SN12320;26.07.2025 09:00;20,5
Hamar - Stavsberg;SN12320;26.07.2025 10:00;21,6
Hamar - Stavsberg;SN12320;26.07.2025 11:00;22,3
Hamar - Stavsberg;SN12320;26.07.2025 12:00;24,2
Hamar - Stavsberg;SN12320;26.07.2025 13:00;25,8
Hamar - Stavsberg;SN12320;26.07.2025 14:00;25,6
Hamar - Stavsberg;SN12320;26.07.2025 15:00;25,8
Hamar - Stavsberg;SN12320;26.07.2025 16:00;26,7
Hamar - Stavsberg;SN12320;26.07.2025 17:00;25,5
Hamar - Stavsberg;SN12320;26.07.2025 18:00;24,8
Hamar - Stavsberg;SN12320;26.07.2025 19:00;23,7
Hamar - Stavsberg;SN12320;26.07.2025 20:00;23,8
Hamar - Stavsberg;SN12320;26.07.2025 21:00;22,2
Hamar - Stavsberg;SN12320;26.07.2025 22:00;21,9
Hamar - Stavsberg;SN12320;26.07.2025 23:00;20,9
Hamar - Stavsberg;SN12320;27.07.2025 00:00;19,9
Hamar - Stavsberg;SN12320;27.07.2025 01:00;18,9
Hamar - Stavsberg;SN12320;27.07.2025 02:00;18,3
Hamar - Stavsberg;SN12320;27.07.2025 03:00;17,9
Hamar - Stavsberg;SN12320;27.07.2025 04:00;17,2
Hamar - Stavsberg;SN12320;27.07.2025 05:00;17,2
Hamar - Stavsberg;SN12320;27.07.2025 06:00;16,4
Hamar - Stavsberg;SN12320;27.07.2025 07:00;16,8
Hamar - Stavsberg;SN12320;27.07.2025 08:00;16,4
Hamar - Stavsberg;SN12320;27.07.2025 09:00;17
Hamar - Stavsberg;SN12320;27.07.2025 10:00;17
Hamar - Stavsberg;SN12320;27.07.2025 11:00;17,2
Hamar - Stavsberg;SN12320;27.07.2025 12:00;17,6
Hamar - Stavsberg;SN12320;27.07.2025 13:00;17,5
Hamar - Stavsberg;SN12320;27.07.2025 14:00;18,5
Hamar - Stavsberg;SN12320;27.07.2025 15:00;18,6
Hamar - Stavsberg;SN12320;27.07.2025 16:00;19
Hamar - Stavsberg;SN12320;27.07.2025 17:00;18,2
Hamar - Stavsberg;SN12320;27.07.2025 18:00;17,1
Hamar - Stavsberg;SN12320;27.07.2025 19:00;17
Hamar - Stavsberg;SN12320;27.07.2025 20:00;16,8
Hamar - Stavsberg;SN12320;27.07.2025 21:00;16
Hamar - Stavsberg;SN12320;27.07.2025 22:00;16
Hamar - Stavsberg;SN12320;27.07.2025 23:00;15,5
Hamar - Stavsberg;SN12320;28.07.2025 00:00;15,5
Hamar - Stavsberg;SN12320;28.07.2025 01:00;15,2
Hamar - Stavsberg;SN12320;28.07.2025 02:00;15,5
Hamar - Stavsberg;SN12320;28.07.2025 03:00;15,2
Hamar - Stavsberg;SN12320;28.07.2025 04:00;15
Hamar - Stavsberg;SN12320;28.07.2025 05:00;15,3
Hamar - Stavsberg;SN12320;28.07.2025 06:00;15,2
Hamar - Stavsberg;SN12320;28.07.2025 07:00;16
Hamar - Stavsberg;SN12320;28.07.2025 08:00;16,4
Hamar - Stavsberg;SN12320;28.07.2025 09:00;16,7
Hamar - Stavsberg;SN12320;28.07.2025 10:00;17,1
Hamar - Stavsberg;SN12320;28.07.2025 11:00;18
Hamar - Stavsberg;SN12320;28.07.2025 12:00;19,9
Hamar - Stavsberg;SN12320;28.07.2025 13:00;19,8
Hamar - Stavsberg;SN12320;28.07.2025 14:00;21,7
Hamar - Stavsberg;SN12320;28.07.2025 15:00;22,2
Hamar - Stavsberg;SN12320;28.07.2025 16:00;23,1
Hamar - Stavsberg;SN12320;28.07.2025 17:00;23
Hamar - Stavsberg;SN12320;28.07.2025 18:00;20
Hamar - Stavsberg;SN12320;28.07.2025 19:00;20,2
Hamar - Stavsberg;SN12320;28.07.2025 20:00;19,6
Hamar - Stavsberg;SN12320;28.07.2025 21:00;18
Hamar - Stavsberg;SN12320;28.07.2025 22:00;17,3
Hamar - Stavsberg;SN12320;28.07.2025 23:00;16,3
Hamar - Stavsberg;SN12320;29.07.2025 00:00;15,4
Hamar - Stavsberg;SN12320;29.07.2025 01:00;14,5
Hamar - Stavsberg;SN12320;29.07.2025 02:00;14,2
Hamar - Stavsberg;SN12320;29.07.2025 03:00;14,1
Hamar - Stavsberg;SN12320;29.07.2025 04:00;14,4
Hamar - Stavsberg;SN12320;29.07.2025 05:00;15
Hamar - Stavsberg;SN12320;29.07.2025 06:00;15,7
Hamar - Stavsberg;SN12320;29.07.2025 07:00;16,6
Hamar - Stavsberg;SN12320;29.07.2025 08:00;17,5
Hamar - Stavsberg;SN12320;29.07.2025 09:00;18,5
Hamar - Stavsberg;SN12320;29.07.2025 10:00;19,1
Hamar - Stavsberg;SN12320;29.07.2025 11:00;18,8
Hamar - Stavsberg;SN12320;29.07.2025 12:00;18,3
Hamar - Stavsberg;SN12320;29.07.2025 13:00;16,5
Hamar - Stavsberg;SN12320;29.07.2025 14:00;15,5
Hamar - Stavsberg;SN12320;29.07.2025 15:00;14,9
Hamar - Stavsberg;SN12320;29.07.2025 16:00;15
Hamar - Stavsberg;SN12320;29.07.2025 17:00;14,5
Hamar - Stavsberg;SN12320;29.07.2025 18:00;14,6
Hamar - Stavsberg;SN12320;29.07.2025 19:00;14,9
Hamar - Stavsberg;SN12320;29.07.2025 20:00;15,8
Hamar - Stavsberg;SN12320;29.07.2025 21:00;16,4
Hamar - Stavsberg;SN12320;29.07.2025 22:00;14,6
Hamar - Stavsberg;SN12320;29.07.2025 23:00;14,5
Hamar - Stavsberg;SN12320;30.07.2025 00:00;14,2
Hamar - Stavsberg;SN12320;30.07.2025 01:00;14,3
Hamar - Stavsberg;SN12320;30.07.2025 02:00;14,7
Hamar - Stavsberg;SN12320;30.07.2025 03:00;14,3
Hamar - Stavsberg;SN12320;30.07.2025 04:00;13,9
Hamar - Stavsberg;SN12320;30.07.2025 05:00;14,5
Hamar - Stavsberg;SN12320;30.07.2025 06:00;14,9
Hamar - Stavsberg;SN12320;30.07.2025 07:00;15,3
Hamar - Stavsberg;SN12320;30.07.2025 08:00;15,7
Hamar - Stavsberg;SN12320;30.07.2025 09:00;16,1
Hamar - Stavsberg;SN12320;30.07.2025 10:00;15,3
Hamar - Stavsberg;SN12320;30.07.2025 11:00;15,3
Hamar - Stavsberg;SN12320;30.07.2025 12:00;17,1
Hamar - Stavsberg;SN12320;30.07.2025 13:00;17,4
Hamar - Stavsberg;SN12320;30.07.2025 14:00;19,3
Hamar - Stavsberg;SN12320;30.07.2025 15:00;19,7
Hamar - Stavsberg;SN12320;30.07.2025 16:00;20,2
Hamar - Stavsberg;SN12320;30.07.2025 17:00;22
Hamar - Stavsberg;SN12320;30.07.2025 18:00;21,8
Hamar - Stavsberg;SN12320;30.07.2025 19:00;21,6
Hamar - Stavsberg;SN12320;30.07.2025 20:00;20,4
Hamar - Stavsberg;SN12320;30.07.2025 21:00;18,1
Hamar - Stavsberg;SN12320;30.07.2025 22:00;16,9
Hamar - Stavsberg;SN12320;30.07.2025 23:00;15,4
Hamar - Stavsberg;SN12320;31.07.2025 00:00;14,9
Hamar - Stavsberg;SN12320;31.07.2025 01:00;14,9
Hamar - Stavsberg;SN12320;31.07.2025 02:00;14,9
Hamar - Stavsberg;SN12320;31.07.2025 03:00;14,6
Hamar - Stavsberg;SN12320;31.07.2025 04:00;13,7
Hamar - Stavsberg;SN12320;31.07.2025 05:00;14,1
Hamar - Stavsberg;SN12320;31.07.2025 06:00;14,6
Hamar - Stavsberg;SN12320;31.07.2025 07:00;14,6
Hamar - Stavsberg;SN12320;31.07.2025 08:00;15,1
Hamar - Stavsberg;SN12320;31.07.2025 09:00;15,3
Hamar - Stavsberg;SN12320;31.07.2025 10:00;15,6
Hamar - Stavsberg;SN12320;31.07.2025 11:00;16,1
Hamar - Stavsberg;SN12320;31.07.2025 12:00;16,7
Hamar - Stavsberg;SN12320;31.07.2025 13:00;16,8
Hamar - Stavsberg;SN12320;31.07.2025 14:00;17,4
Hamar - Stavsberg;SN12320;31.07.2025 15:00;16,5
Hamar - Stavsberg;SN12320;31.07.2025 16:00;16
Hamar - Stavsberg;SN12320;31.07.2025 17:00;16,5
Hamar - Stavsberg;SN12320;31.07.2025 18:00;16,5
Hamar - Stavsberg;SN12320;31.07.2025 19:00;16,4
Hamar - Stavsberg;SN12320;31.07.2025 20:00;16
Hamar - Stavsberg;SN12320;31.07.2025 21:00;15,9
Hamar - Stavsberg;SN12320;31.07.2025 22:00;15,9
Hamar - Stavsberg;SN12320;31.07.2025 23:00;15,8
Hamar - Stavsberg;SN12320;01.08.2025 00:00;15,8
Hamar - Stavsberg;SN12320;01.08.2025 01:00;15,7
Hamar - Stavsberg;SN12320;01.08.2025 02:00;15,7
Hamar - Stavsberg;SN12320;01.08.2025 03:00;15,5
Hamar - Stavsberg;SN12320;01.08.2025 04:00;15,3
Hamar - Stavsberg;SN12320;01.08.2025 05:00;15,2
Hamar - Stavsberg;SN12320;01.08.2025 06:00;15,6
Hamar - Stavsberg;SN12320;01.08.2025 07:00;15,9
Hamar - Stavsberg;SN12320;01.08.2025 08:00;17,2
Hamar - Stavsberg;SN12320;01.08.2025 09:00;17,2
Hamar - Stavsberg;SN12320;01.08.2025 10:00;17,7
Hamar - Stavsberg;SN12320;01.08.2025 11:00;19,4
Hamar - Stavsberg;SN12320;01.08.2025 12:00;21,1
Hamar - Stavsberg;SN12320;01.08.2025 13:00;20,8
Hamar - Stavsberg;SN12320;01.08.2025 14:00;21
Hamar - Stavsberg;SN12320;01.08.2025 15:00;22,2
Hamar - Stavsberg;SN12320;01.08.2025 16:00;21,8
Hamar - Stavsberg;SN12320;01.08.2025 17:00;21,2
Hamar - Stavsberg;SN12320;01.08.2025 18:00;20,3
Hamar - Stavsberg;SN12320;01.08.2025 19:00;19,8
Hamar - Stavsberg;SN12320;01.08.2025 20:00;18,4
Hamar - Stavsberg;SN12320;01.08.2025 21:00;17,7
Hamar - Stavsberg;SN12320;01.08.2025 22:00;17,6
Hamar - Stavsberg;SN12320;01.08.2025 23:00;16,9
Hamar - Stavsberg;SN12320;02.08.2025 00:00;16,2
Hamar - Stavsberg;SN12320;02.08.2025 01:00;17,3
Hamar - Stavsberg;SN12320;02.08.2025 02:00;15,1
Hamar - Stavsberg;SN12320;02.08.2025 03:00;16,8
Hamar - Stavsberg;SN12320;02.08.2025 04:00;15,1
Hamar - Stavsberg;SN12320;02.08.2025 05:00;17,3
Hamar - Stavsberg;SN12320;02.08.2025 06:00;18,3
Hamar - Stavsberg;SN12320;02.08.2025 07:00;18,8
Hamar - Stavsberg;SN12320;02.08.2025 08:00;19,7
Hamar - Stavsberg;SN12320;02.08.2025 09:00;21,6
Hamar - Stavsberg;SN12320;02.08.2025 10:00;20,7
Hamar - Stavsberg;SN12320;02.08.2025 11:00;20,8
Hamar - Stavsberg;SN12320;02.08.2025 12:00;21,2
Hamar - Stavsberg;SN12320;02.08.2025 13:00;19,5
Hamar - Stavsberg;SN12320;02.08.2025 14:00;20,8
Hamar - Stavsberg;SN12320;02.08.2025 15:00;22,2
Hamar - Stavsberg;SN12320;02.08.2025 16:00;19,5
Hamar - Stavsberg;SN12320;02.08.2025 17:00;17,6
Hamar - Stavsberg;SN12320;02.08.2025 18:00;17,3
Hamar - Stavsberg;SN12320;02.08.2025 19:00;17,1
Hamar - Stavsberg;SN12320;02.08.2025 20:00;17,1
Hamar - Stavsberg;SN12320;02.08.2025 21:00;16,8
Hamar - Stavsberg;SN12320;02.08.2025 22:00;16,5
Hamar - Stavsberg;SN12320;02.08.2025 23:00;16,2
Hamar - Stavsberg;SN12320;03.08.2025 00:00;16,1
Hamar - Stavsberg;SN12320;03.08.2025 01:00;15,9
Hamar - Stavsberg;SN12320;03.08.2025 02:00;15,8
Hamar - Stavsberg;SN12320;03.08.2025 03:00;15,5
Hamar - Stavsberg;SN12320;03.08.2025 04:00;15,3
Hamar - Stavsberg;SN12320;03.08.2025 05:00;15,3
Hamar - Stavsberg;SN12320;03.08.2025 06:00;14,8
Hamar - Stavsberg;SN12320;03.08.2025 07:00;16,6
Hamar - Stavsberg;SN12320;03.08.2025 08:00;17,9
Hamar - Stavsberg;SN12320;03.08.2025 09:00;17,1
Hamar - Stavsberg;SN12320;03.08.2025 10:00;18,6
Hamar - Stavsberg;SN12320;03.08.2025 11:00;20,1
Hamar - Stavsberg;SN12320;03.08.2025 12:00;19,7
Hamar - Stavsberg;SN12320;03.08.2025 13:00;21,2
Hamar - Stavsberg;SN12320;03.08.2025 14:00;19,7
Hamar - Stavsberg;SN12320;03.08.2025 15:00;18,7
Hamar - Stavsberg;SN12320;03.08.2025 16:00;19,6
Hamar - Stavsberg;SN12320;03.08.2025 17:00;18,4
Hamar - Stavsberg;SN12320;03.08.2025 18:00;19
Hamar - Stavsberg;SN12320;03.08.2025 19:00;18,2
Hamar - Stavsberg;SN12320;03.08.2025 20:00;16,5
Hamar - Stavsberg;SN12320;03.08.2025 21:00;15,6
Hamar - Stavsberg;SN12320;03.08.2025 22:00;15
Hamar - Stavsberg;SN12320;03.08.2025 23:00;14,8
Hamar - Stavsberg;SN12320;04.08.2025 00:00;14,6
Hamar - Stavsberg;SN12320;04.08.2025 01:00;14,9
Hamar - Stavsberg;SN12320;04.08.2025 02:00;14,6
Hamar - Stavsberg;SN12320;04.08.2025 03:00;14,6
Hamar - Stavsberg;SN12320;04.08.2025 04:00;14
Hamar - Stavsberg;SN12320;04.08.2025 05:00;14,1
Hamar - Stavsberg;SN12320;04.08.2025 06:00;14,6
Hamar - Stavsberg;SN12320;04.08.2025 07:00;15,1
Hamar - Stavsberg;SN12320;04.08.2025 08:00;16
Hamar - Stavsberg;SN12320;04.08.2025 09:00;17,3
Hamar - Stavsberg;SN12320;04.08.2025 10:00;18,8
Hamar - Stavsberg;SN12320;04.08.2025 11:00;18,9
Hamar - Stavsberg;SN12320;04.08.2025 12:00;19,4
Hamar - Stavsberg;SN12320;04.08.2025 13:00;19,1
Hamar - Stavsberg;SN12320;04.08.2025 14:00;18,4
Hamar - Stavsberg;SN12320;04.08.2025 15:00;19,2
Hamar - Stavsberg;SN12320;04.08.2025 16:00;17,7
Hamar - Stavsberg;SN12320;04.08.2025 17:00;17,2
Hamar - Stavsberg;SN12320;04.08.2025 18:00;17,9
Hamar - Stavsberg;SN12320;04.08.2025 19:00;16,9
Hamar - Stavsberg;SN12320;04.08.2025 20:00;16,1
Hamar - Stavsberg;SN12320;04.08.2025 21:00;15,8
Hamar - Stavsberg;SN12320;04.08.2025 22:00;14,2
Hamar - Stavsberg;SN12320;04.08.2025 23:00;12,9
Hamar - Stavsberg;SN12320;05.08.2025 00:00;12,1
Hamar - Stavsberg;SN12320;05.08.2025 01:00;12,3
Hamar - Stavsberg;SN12320;05.08.2025 02:00;12,8
Hamar - Stavsberg;SN12320;05.08.2025 03:00;13
Hamar - Stavsberg;SN12320;05.08.2025 04:00;12,8
Hamar - Stavsberg;SN12320;05.08.2025 05:00;13
Hamar - Stavsberg;SN12320;05.08.2025 06:00;13,8
Hamar - Stavsberg;SN12320;05.08.2025 07:00;13,9
Hamar - Stavsberg;SN12320;05.08.2025 08:00;13,5
Hamar - Stavsberg;SN12320;05.08.2025 09:00;13,1
Hamar - Stavsberg;SN12320;05.08.2025 10:00;13,7
Hamar - Stavsberg;SN12320;05.08.2025 11:00;13,9
Hamar - Stavsberg;SN12320;05.08.2025 12:00;14,5
Hamar - Stavsberg;SN12320;05.08.2025 13:00;13,7
Hamar - Stavsberg;SN12320;05.08.2025 14:00;13,9
Hamar - Stavsberg;SN12320;05.08.2025 15:00;14,6
Hamar - Stavsberg;SN12320;05.08.2025 16:00;14,6
Hamar - Stavsberg;SN12320;05.08.2025 17:00;15,6
Hamar - Stavsberg;SN12320;05.08.2025 18:00;17,2
Hamar - Stavsberg;SN12320;05.08.2025 19:00;16,6
Hamar - Stavsberg;SN12320;05.08.2025 20:00;15,9
Hamar - Stavsberg;SN12320;05.08.2025 21:00;15,2
Hamar - Stavsberg;SN12320;05.08.2025 22:00;14,7
Hamar - Stavsberg;SN12320;05.08.2025 23:00;14,3
Hamar - Stavsberg;SN12320;06.08.2025 00:00;13,7
Hamar - Stavsberg;SN12320;06.08.2025 01:00;13,4
Hamar - Stavsberg;SN12320;06.08.2025 02:00;13,2
Hamar - Stavsberg;SN12320;06.08.2025 03:00;12,5
Hamar - Stavsberg;SN12320;06.08.2025 04:00;13,1
Hamar - Stavsberg;SN12320;06.08.2025 05:00;12,7
Hamar - Stavsberg;SN12320;06.08.2025 06:00;13,3
Hamar - Stavsberg;SN12320;06.08.2025 07:00;13,4
Hamar - Stavsberg;SN12320;06.08.2025 08:00;14,2
Hamar - Stavsberg;SN12320;06.08.2025 09:00;15,2
Hamar - Stavsberg;SN12320;06.08.2025 10:00;15,8
Hamar - Stavsberg;SN12320;06.08.2025 11:00;16,7
Hamar - Stavsberg;SN12320;06.08.2025 12:00;16,9
Hamar - Stavsberg;SN12320;06.08.2025 13:00;16,3
Hamar - Stavsberg;SN12320;06.08.2025 14:00;17,2
Hamar - Stavsberg;SN12320;06.08.2025 15:00;17,9
Hamar - Stavsberg;SN12320;06.08.2025 16:00;19
Hamar - Stavsberg;SN12320;06.08.2025 17:00;17,7
Hamar - Stavsberg;SN12320;06.08.2025 18:00;16,7
Hamar - Stavsberg;SN12320;06.08.2025 19:00;17,1
Hamar - Stavsberg;SN12320;06.08.2025 20:00;15,2
Hamar - Stavsberg;SN12320;06.08.2025 21:00;14,7
Hamar - Stavsberg;SN12320;06.08.2025 22:00;13,7
Hamar - Stavsberg;SN12320;06.08.2025 23:00;11
Hamar - Stavsberg;SN12320;07.08.2025 00:00;12,7
Hamar - Stavsberg;SN12320;07.08.2025 01:00;11,7
Hamar - Stavsberg;SN12320;07.08.2025 02:00;11,3
Hamar - Stavsberg;SN12320;07.08.2025 03:00;10
Hamar - Stavsberg;SN12320;07.08.2025 04:00;10
Hamar - Stavsberg;SN12320;07.08.2025 05:00;10,1
Hamar - Stavsberg;SN12320;07.08.2025 06:00;12,7
Hamar - Stavsberg;SN12320;07.08.2025 07:00;14,5
Hamar - Stavsberg;SN12320;07.08.2025 08:00;15
Hamar - Stavsberg;SN12320;07.08.2025 09:00;16,7
Hamar - Stavsberg;SN12320;07.08.2025 10:00;17,8
Hamar - Stavsberg;SN12320;07.08.2025 11:00;18,3
Hamar - Stavsberg;SN12320;07.08.2025 12:00;19
Hamar - Stavsberg;SN12320;07.08.2025 13:00;19,4
Hamar - Stavsberg;SN12320;07.08.2025 14:00;19,2
Hamar - Stavsberg;SN12320;07.08.2025 15:00;19,1
Hamar - Stavsberg;SN12320;07.08.2025 16:00;18,3
Hamar - Stavsberg;SN12320;07.08.2025 17:00;14,1
Hamar - Stavsberg;SN12320;07.08.2025 18:00;15,9
Hamar - Stavsberg;SN12320;07.08.2025 19:00;15,7
Hamar - Stavsberg;SN12320;07.08.2025 20:00;15,2
Hamar - Stavsberg;SN12320;07.08.2025 21:00;14,5
Hamar - Stavsberg;SN12320;07.08.2025 22:00;12,5
Hamar - Stavsberg;SN12320;07.08.2025 23:00;12,2
Hamar - Stavsberg;SN12320;08.08.2025 00:00;11,4
Hamar - Stavsberg;SN12320;08.08.2025 01:00;11,9
Hamar - Stavsberg;SN12320;08.08.2025 02:00;12,4
Hamar - Stavsberg;SN12320;08.08.2025 03:00;12,4
Hamar - Stavsberg;SN12320;08.08.2025 04:00;12,9
Hamar - Stavsberg;SN12320;08.08.2025 05:00;12,1
Hamar - Stavsberg;SN12320;08.08.2025 06:00;12,4
Hamar - Stavsberg;SN12320;08.08.2025 07:00;13,4
Hamar - Stavsberg;SN12320;08.08.2025 08:00;14,4
Hamar - Stavsberg;SN12320;08.08.2025 09:00;16,3
Hamar - Stavsberg;SN12320;08.08.2025 10:00;17,2
Hamar - Stavsberg;SN12320;08.08.2025 11:00;18,6
Hamar - Stavsberg;SN12320;08.08.2025 12:00;19
Hamar - Stavsberg;SN12320;08.08.2025 13:00;19,6
Hamar - Stavsberg;SN12320;08.08.2025 14:00;20,7
Hamar - Stavsberg;SN12320;08.08.2025 15:00;20,6
Hamar - Stavsberg;SN12320;08.08.2025 16:00;20,5
Hamar - Stavsberg;SN12320;08.08.2025 17:00;20,7
Hamar - Stavsberg;SN12320;08.08.2025 18:00;19,9
Hamar - Stavsberg;SN12320;08.08.2025 19:00;18,8
Hamar - Stavsberg;SN12320;08.08.2025 20:00;17,6
Hamar - Stavsberg;SN12320;08.08.2025 21:00;17,6
Hamar - Stavsberg;SN12320;08.08.2025 22:00;17,1
