"","x"
"1225",-15.7621861617765
"1226",21.097023131087
"1227",-15.2541657412027
"1228",11.6856579058798
"1229",12.4466631694828
"1230",-59.0034582261945
"1231",-34.0850776371461
"1232",-58.3272056900082
"1233",-76.4168437508766
"1234",9.97860918865376
"1235",19.4050315869792
"1236",23.9523488238004
"1237",19.9029537057685
"1238",32.8138159864657
"1239",-101.303321685697
"1240",-65.5219321776449
"1241",123.120507094541
"1242",42.0357708759147
"1243",-44.125410511433
"1244",-17.067003864298
"1245",-44.7339760475093
"1246",-20.7931112505363
"1247",-53.3645787967814
"1248",20.2293877572527
"1249",-40.8732093429513
"1250",-12.7709711664399
"1251",32.1244682901563
"1252",-9.36092669282993
"1253",-3.40164769966725
"1254",-5.38592496578337
"1255",5.54568186082338
"1256",-28.3602717282156
"1257",-63.5136823486293
"1258",12.4176323212877
"1259",126.126748303819
"1260",-23.3683993154351
"1261",-6.55960317815436
"1262",21.4522471041929
"1263",47.7609156683368
"1264",59.30736255636
"1265",-4.2584974245583
"1266",-13.7144396074981
"1267",-28.4938202225262
"1268",-77.6338934684409
"1269",-58.5506214361748
"1270",-44.7515746396414
"1271",-37.2531827948346
"1272",-15.9365699307314
"1273",-5.15473638335914
"1274",-23.6617585493516
"1275",7.35985500023719
"1276",-60.7779145529303
"1277",-114.215631208727
"1278",-112.910566490633
"1279",24.2957717998583
"1280",153.137438810635
"1281",-90.1342541760745
"1282",-36.4399070848393
"1283",-9.25307588774081
"1284",44.4366062921617
"1285",4.83646535472553
"1286",10.9255309306395
"1287",-30.2353802691269
"1288",-92.3882928186958
"1289",-72.5205843252511
"1290",96.3194370633586
"1291",-38.4346743856692
"1292",-32.0550505385253
"1293",-24.3933337624336
"1294",-18.4721175257571
"1295",-28.1554807140911
"1296",25.7746652274419
"1297",47.3767784143297
"1298",59.2491615159912
"1299",-40.513210250691
"1300",44.4287621783099
"1301",30.1967908296272
"1302",18.9634820431073
"1303",-6.04676157641063
"1304",-55.155165199449
"1305",-28.6657734494426
"1306",-62.126052710945
"1307",20.0489380151159
"1308",61.8205411688442
"1309",35.4504984041236
"1310",52.8568680321133
"1311",54.8970445872726
"1312",49.2095641144438
"1313",-4.02124039806449
"1314",-71.5325993835742
"1315",-38.8881452681599
"1316",-26.8349517244293
"1317",-15.6406006298721
"1318",2.93245724548387
"1319",-16.7295031860265
"1320",42.4747697815036
"1321",77.6133174455915
"1322",57.4541653752268
"1323",69.1061883508914
"1324",45.3035160494335
"1325",53.3016774343464
"1326",34.5492659842597
"1327",20.8124168426318
"1328",-59.1566140260037
"1329",-50.1166371804145
"1330",-24.4630916138694
"1331",98.2475238511565
"1332",22.3530860088533
"1333",59.2439332392939
"1334",-8.43720066791525
"1335",44.7892454400705
"1336",44.9982322322826
"1337",-10.9209755904355
"1338",15.6931854569292
"1339",-39.254797111543
"1340",-24.4198359886177
"1341",-19.0558921101085
"1342",-3.6730497027545
"1343",48.277532947601
"1344",44.5374170105496
"1345",39.5472775046744
"1346",-71.688761018314
"1347",-301.705565468124
"1348",-29.6759058582495
"1349",-91.0921169522166
"1350",-48.2538114636837
"1351",-68.2775833356875
"1352",-35.6388596952772
"1353",27.8297818163214
"1354",192.171408790647
"1355",72.030936342168
"1356",19.5041682001444
"1357",-37.8857940617722
"1358",-91.7265115482097
"1359",5.21915359509609
"1360",-65.9799180109962
"1361",-60.7676841498199
"1362",-26.7046532662009
"1363",54.9682488594327
"1364",54.9810587015797
"1365",41.8123904154247
"1366",-14.1541890695053
"1367",-101.206353308041
"1368",-91.9344040052874
"1369",-112.177518136455
"1370",-152.764920079557
"1371",98.3752597934108
"1372",154.72269091246
"1373",-101.360598957668
"1374",-111.759538475015
"1375",-10.748681249805
"1376",-100.531659465664
"1377",-144.20330674188
"1378",-64.6214354302151
"1379",-48.3638853534291
"1380",63.2679085772323
"1381",37.2462822376851
"1382",-51.8844661350368
"1383",-155.609968738432
"1384",74.209235436129
"1385",114.001488770045
"1386",-70.1594609374831
"1387",-73.2011949094136
"1388",10.2742374768046
"1389",99.5166353346001
"1390",35.8618588826378
"1391",-133.65460817187
"1392",22.6976263308401
